server_id,datid,relid,s_from,s_to,t_from,t_to,dt_sec,relname,schemaname,d_total,d_delay,d_blk_read_t,d_blk_write_t,d_blks_read,d_blks_hit,d_blks_dirty,d_blks_written,d_wal_records,d_wal_fpi,d_wal_bytes,d_tuples_deleted,d_pages_scanned,d_pages_removed,d_recent_dead,d_tuples_frozen,d_vm_visible,d_vm_frozen,d_vm_visible_frozen,d_idx_passes,d_failsafe,d_missed_pages,d_missed_tuples,d_idx_tuples_deleted,d_idx_pages_deleted,d_idx_blks_dirty,d_idx_blks_read,d_idx_blks_hit,d_idx_wal_records,d_idx_wal_bytes,d_idx_total_time,d_idx_failsafe,n_indexes,phase,mode
1,26479,27779,183,184,2026-04-26 11:36:21+03,2026-04-26 11:36:36+03,15.000000,last_stat_indexes_srv1,public,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,B-middle,fixed
1,28343,29643,183,184,2026-04-26 11:36:21+03,2026-04-26 11:36:36+03,15.000000,last_stat_indexes_srv1,public,8.855999999999767,6,0,0,0,581,3,0,263,6,51009,1816,179,15,0,0,178,0,139,1,0,0,0,3505,64,9,57,181,54,25243,5.713000000000648,0,1,B-middle,fixed
1,26479,26914,183,184,2026-04-26 11:36:21+03,2026-04-26 11:36:36+03,15.000000,last_stat_io,public,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B-middle,fixed
1,28343,28778,183,184,2026-04-26 11:36:21+03,2026-04-26 11:36:36+03,15.000000,last_stat_io,public,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,B-middle,fixed
1,26479,27701,183,184,2026-04-26 11:36:21+03,2026-04-26 11:36:36+03,15.000000,last_stat_statements_srv1,public,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,B-middle,fixed
1,28343,29565,183,184,2026-04-26 11:36:21+03,2026-04-26 11:36:36+03,15.000000,last_stat_statements_srv1,public,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,B-middle,fixed
1,26479,27761,183,184,2026-04-26 11:36:21+03,2026-04-26 11:36:36+03,15.000000,last_stat_tables_srv1,public,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,B-middle,fixed
1,28343,29625,183,184,2026-04-26 11:36:21+03,2026-04-26 11:36:36+03,15.000000,last_stat_tables_srv1,public,8.226000000000113,6.010000000000218,0,0,0,587,0,0,271,1,32662,1407,187,0,0,0,187,0,146,1,0,0,0,2786,50,6,45,131,36,18292,3.477999999999952,0,1,B-middle,fixed
1,26479,1249,183,184,2026-04-26 11:36:21+03,2026-04-26 11:36:36+03,15.000000,pg_attribute,pg_catalog,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,B-middle,fixed
1,28343,1249,183,184,2026-04-26 11:36:21+03,2026-04-26 11:36:36+03,15.000000,pg_attribute,pg_catalog,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,B-middle,fixed
1,26479,1259,183,184,2026-04-26 11:36:21+03,2026-04-26 11:36:36+03,15.000000,pg_class,pg_catalog,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,B-middle,fixed
1,26479,2608,183,184,2026-04-26 11:36:21+03,2026-04-26 11:36:36+03,15.000000,pg_depend,pg_catalog,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,B-middle,fixed
1,28343,2608,183,184,2026-04-26 11:36:21+03,2026-04-26 11:36:36+03,15.000000,pg_depend,pg_catalog,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,B-middle,fixed
