server_id,datid,relid,s_from,s_to,t_from,t_to,dt_sec,relname,schemaname,d_total,d_delay,d_blk_read_t,d_blk_write_t,d_blks_read,d_blks_hit,d_blks_dirty,d_blks_written,d_wal_records,d_wal_fpi,d_wal_bytes,d_tuples_deleted,d_pages_scanned,d_pages_removed,d_recent_dead,d_tuples_frozen,d_vm_visible,d_vm_frozen,d_vm_visible_frozen,d_idx_passes,d_failsafe,d_missed_pages,d_missed_tuples,pattern
1,26479,28049,4,5,2026-04-26 01:48:42+03,2026-04-26 01:48:42+03,0.000000,pgbench_branches,public,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1,26479,28049,3,4,2026-04-26 01:47:56+03,2026-04-26 01:48:42+03,46.000000,pgbench_branches,public,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1,26479,28038,3,4,2026-04-26 01:47:56+03,2026-04-26 01:48:42+03,46.000000,pgbench_history,public,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1,26479,28038,4,5,2026-04-26 01:48:42+03,2026-04-26 01:48:42+03,0.000000,pgbench_history,public,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1,26479,28041,3,4,2026-04-26 01:47:56+03,2026-04-26 01:48:42+03,46.000000,pgbench_tellers,public,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1,26479,28041,4,5,2026-04-26 01:48:42+03,2026-04-26 01:48:42+03,0.000000,pgbench_tellers,public,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1,26479,27779,5,6,2026-04-26 01:48:42+03,2026-04-26 01:49:28+03,46.000000,last_stat_indexes_srv1,public,4.507000000000001,2,0,0,0,389,0,0,162,2,32575,1083,110,22,0,0,109,0,87,1,0,0,0,
1,26479,1249,5,6,2026-04-26 01:48:42+03,2026-04-26 01:49:28+03,46.000000,pg_attribute,pg_catalog,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1,26479,1259,5,6,2026-04-26 01:48:42+03,2026-04-26 01:49:28+03,46.000000,pg_class,pg_catalog,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1,26479,2608,5,6,2026-04-26 01:48:42+03,2026-04-26 01:49:28+03,46.000000,pg_depend,pg_catalog,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1,26479,28045,5,6,2026-04-26 01:48:42+03,2026-04-26 01:49:28+03,46.000000,pgbench_accounts,public,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1,26479,28049,5,6,2026-04-26 01:48:42+03,2026-04-26 01:49:28+03,46.000000,pgbench_branches,public,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1,26479,28038,5,6,2026-04-26 01:48:42+03,2026-04-26 01:49:28+03,46.000000,pgbench_history,public,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1,26479,28041,5,6,2026-04-26 01:48:42+03,2026-04-26 01:49:28+03,46.000000,pgbench_tellers,public,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1,26479,27126,6,7,2026-04-26 01:49:28+03,2026-04-26 01:49:42+03,14.000000,indexes_list,public,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1,26479,27779,6,7,2026-04-26 01:49:28+03,2026-04-26 01:49:42+03,14.000000,last_stat_indexes_srv1,public,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1,26479,26914,6,7,2026-04-26 01:49:28+03,2026-04-26 01:49:42+03,14.000000,last_stat_io,public,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1,26479,27701,6,7,2026-04-26 01:49:28+03,2026-04-26 01:49:42+03,14.000000,last_stat_statements_srv1,public,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1,26479,27761,6,7,2026-04-26 01:49:28+03,2026-04-26 01:49:42+03,14.000000,last_stat_tables_srv1,public,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1,26479,1249,6,7,2026-04-26 01:49:28+03,2026-04-26 01:49:42+03,14.000000,pg_attribute,pg_catalog,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1,26479,1259,6,7,2026-04-26 01:49:28+03,2026-04-26 01:49:42+03,14.000000,pg_class,pg_catalog,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1,26479,2608,6,7,2026-04-26 01:49:28+03,2026-04-26 01:49:42+03,14.000000,pg_depend,pg_catalog,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1,26479,2619,6,7,2026-04-26 01:49:28+03,2026-04-26 01:49:42+03,14.000000,pg_statistic,pg_catalog,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1,26479,28045,6,7,2026-04-26 01:49:28+03,2026-04-26 01:49:42+03,14.000000,pgbench_accounts,public,58.27499999999998,0,0,0,0,3764,0,0,1854,0,362793,1941,1853,0,0,100000,1692,161,1692,0,0,0,0,
1,26479,28049,6,7,2026-04-26 01:49:28+03,2026-04-26 01:49:42+03,14.000000,pgbench_branches,public,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1,26479,28038,6,7,2026-04-26 01:49:28+03,2026-04-26 01:49:42+03,14.000000,pgbench_history,public,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1,26479,28041,6,7,2026-04-26 01:49:28+03,2026-04-26 01:49:42+03,14.000000,pgbench_tellers,public,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1,26479,27046,6,7,2026-04-26 01:49:28+03,2026-04-26 01:49:42+03,14.000000,tables_list,public,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1,26479,27126,7,8,2026-04-26 01:49:42+03,2026-04-26 01:49:58+03,16.000000,indexes_list,public,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,random
1,26479,27779,7,8,2026-04-26 01:49:42+03,2026-04-26 01:49:58+03,16.000000,last_stat_indexes_srv1,public,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,random
1,26479,26914,7,8,2026-04-26 01:49:42+03,2026-04-26 01:49:58+03,16.000000,last_stat_io,public,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,random
1,26479,27701,7,8,2026-04-26 01:49:42+03,2026-04-26 01:49:58+03,16.000000,last_stat_statements_srv1,public,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,random
1,26479,27761,7,8,2026-04-26 01:49:42+03,2026-04-26 01:49:58+03,16.000000,last_stat_tables_srv1,public,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,random
1,26479,1249,7,8,2026-04-26 01:49:42+03,2026-04-26 01:49:58+03,16.000000,pg_attribute,pg_catalog,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,random
1,26479,1259,7,8,2026-04-26 01:49:42+03,2026-04-26 01:49:58+03,16.000000,pg_class,pg_catalog,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,random
1,26479,2608,7,8,2026-04-26 01:49:42+03,2026-04-26 01:49:58+03,16.000000,pg_depend,pg_catalog,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,random
1,26479,2619,7,8,2026-04-26 01:49:42+03,2026-04-26 01:49:58+03,16.000000,pg_statistic,pg_catalog,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,random
1,26479,28045,7,8,2026-04-26 01:49:42+03,2026-04-26 01:49:58+03,16.000000,pgbench_accounts,public,6557.622,5000.699999999991,37.270329,78.333782,18144,107739,17820,17579,48619,3,2863634,26182,50569,0,25997,0,14265,0,152,2,0,0,0,random
1,26479,28049,7,8,2026-04-26 01:49:42+03,2026-04-26 01:49:58+03,16.000000,pgbench_branches,public,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,random
1,26479,28038,7,8,2026-04-26 01:49:42+03,2026-04-26 01:49:58+03,16.000000,pgbench_history,public,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,random
1,26479,28041,7,8,2026-04-26 01:49:42+03,2026-04-26 01:49:58+03,16.000000,pgbench_tellers,public,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,random
1,26479,27046,7,8,2026-04-26 01:49:42+03,2026-04-26 01:49:58+03,16.000000,tables_list,public,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,random
1,26479,27126,8,9,2026-04-26 01:49:58+03,2026-04-26 01:50:13+03,15.000000,indexes_list,public,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,random
1,26479,27779,8,9,2026-04-26 01:49:58+03,2026-04-26 01:50:13+03,15.000000,last_stat_indexes_srv1,public,16.289,12.490000000000002,0.07708100000000001,0.031790000000000006,6,498,45,6,201,0,20657,1096,150,0,0,0,150,0,129,1,0,0,0,random
1,26479,26914,8,9,2026-04-26 01:49:58+03,2026-04-26 01:50:13+03,15.000000,last_stat_io,public,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,random
1,26479,27701,8,9,2026-04-26 01:49:58+03,2026-04-26 01:50:13+03,15.000000,last_stat_statements_srv1,public,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,random
1,26479,27761,8,9,2026-04-26 01:49:58+03,2026-04-26 01:50:13+03,15.000000,last_stat_tables_srv1,public,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,random
1,26479,1249,8,9,2026-04-26 01:49:58+03,2026-04-26 01:50:13+03,15.000000,pg_attribute,pg_catalog,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,random
1,26479,1259,8,9,2026-04-26 01:49:58+03,2026-04-26 01:50:13+03,15.000000,pg_class,pg_catalog,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,random
1,26479,2608,8,9,2026-04-26 01:49:58+03,2026-04-26 01:50:13+03,15.000000,pg_depend,pg_catalog,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,random
1,26479,2619,8,9,2026-04-26 01:49:58+03,2026-04-26 01:50:13+03,15.000000,pg_statistic,pg_catalog,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,random
1,26479,28045,8,9,2026-04-26 01:49:58+03,2026-04-26 01:50:13+03,15.000000,pgbench_accounts,public,5512.568000000002,4104.889999999992,33.59320400000001,63.826728,14354,96177,14308,14055,31599,0,1984395,23176,50820,0,28002,0,19005,0,0,2,0,2,2,random
1,26479,28049,8,9,2026-04-26 01:49:58+03,2026-04-26 01:50:13+03,15.000000,pgbench_branches,public,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,random
1,26479,28038,8,9,2026-04-26 01:49:58+03,2026-04-26 01:50:13+03,15.000000,pgbench_history,public,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,random
1,26479,28041,8,9,2026-04-26 01:49:58+03,2026-04-26 01:50:13+03,15.000000,pgbench_tellers,public,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,random
1,26479,27046,8,9,2026-04-26 01:49:58+03,2026-04-26 01:50:13+03,15.000000,tables_list,public,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,random
1,26479,27126,9,10,2026-04-26 01:50:13+03,2026-04-26 01:50:28+03,15.000000,indexes_list,public,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,random
1,26479,27779,9,10,2026-04-26 01:50:13+03,2026-04-26 01:50:28+03,15.000000,last_stat_indexes_srv1,public,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,random
1,26479,26914,9,10,2026-04-26 01:50:13+03,2026-04-26 01:50:28+03,15.000000,last_stat_io,public,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,random
1,26479,27701,9,10,2026-04-26 01:50:13+03,2026-04-26 01:50:28+03,15.000000,last_stat_statements_srv1,public,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,random
1,26479,27761,9,10,2026-04-26 01:50:13+03,2026-04-26 01:50:28+03,15.000000,last_stat_tables_srv1,public,31.445,25.11,0,0,0,686,94,0,275,97,49738,960,209,18,0,0,209,0,189,1,0,0,0,random
1,26479,1249,9,10,2026-04-26 01:50:13+03,2026-04-26 01:50:28+03,15.000000,pg_attribute,pg_catalog,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,random
1,26479,1259,9,10,2026-04-26 01:50:13+03,2026-04-26 01:50:28+03,15.000000,pg_class,pg_catalog,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,random
1,26479,2608,9,10,2026-04-26 01:50:13+03,2026-04-26 01:50:28+03,15.000000,pg_depend,pg_catalog,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,random
1,26479,2619,9,10,2026-04-26 01:50:13+03,2026-04-26 01:50:28+03,15.000000,pg_statistic,pg_catalog,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,random
1,26479,28045,9,10,2026-04-26 01:50:13+03,2026-04-26 01:50:28+03,15.000000,pgbench_accounts,public,6592.356,4933.289999999994,33.26240600000001,68.15597299999999,16400,98558,18114,15922,40827,3882,34169541,25368,50857,0,26527,108139,19390,0,3604,3,0,0,0,random
1,26479,28049,9,10,2026-04-26 01:50:13+03,2026-04-26 01:50:28+03,15.000000,pgbench_branches,public,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,random
1,26479,28038,9,10,2026-04-26 01:50:13+03,2026-04-26 01:50:28+03,15.000000,pgbench_history,public,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,random
1,26479,28041,9,10,2026-04-26 01:50:13+03,2026-04-26 01:50:28+03,15.000000,pgbench_tellers,public,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,random
1,26479,27063,9,10,2026-04-26 01:50:13+03,2026-04-26 01:50:28+03,15.000000,sample_stat_tables,public,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,random
1,26479,27046,9,10,2026-04-26 01:50:13+03,2026-04-26 01:50:28+03,15.000000,tables_list,public,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,random
1,26479,27126,10,11,2026-04-26 01:50:28+03,2026-04-26 01:50:29+03,1.000000,indexes_list,public,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1,26479,27779,10,11,2026-04-26 01:50:28+03,2026-04-26 01:50:29+03,1.000000,last_stat_indexes_srv1,public,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1,26479,26914,10,11,2026-04-26 01:50:28+03,2026-04-26 01:50:29+03,1.000000,last_stat_io,public,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1,26479,27701,10,11,2026-04-26 01:50:28+03,2026-04-26 01:50:29+03,1.000000,last_stat_statements_srv1,public,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1,26479,27761,10,11,2026-04-26 01:50:28+03,2026-04-26 01:50:29+03,1.000000,last_stat_tables_srv1,public,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1,26479,1249,10,11,2026-04-26 01:50:28+03,2026-04-26 01:50:29+03,1.000000,pg_attribute,pg_catalog,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1,26479,1259,10,11,2026-04-26 01:50:28+03,2026-04-26 01:50:29+03,1.000000,pg_class,pg_catalog,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1,26479,2608,10,11,2026-04-26 01:50:28+03,2026-04-26 01:50:29+03,1.000000,pg_depend,pg_catalog,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1,26479,2619,10,11,2026-04-26 01:50:28+03,2026-04-26 01:50:29+03,1.000000,pg_statistic,pg_catalog,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1,26479,28045,10,11,2026-04-26 01:50:28+03,2026-04-26 01:50:29+03,1.000000,pgbench_accounts,public,459.119999999999,0,7.131641000000002,14.970508999999993,5489,31301,5863,5400,19754,0,2705337,17659,16973,0,0,497775,16425,548,16425,1,0,0,0,
1,26479,28049,10,11,2026-04-26 01:50:28+03,2026-04-26 01:50:29+03,1.000000,pgbench_branches,public,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1,26479,28038,10,11,2026-04-26 01:50:28+03,2026-04-26 01:50:29+03,1.000000,pgbench_history,public,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1,26479,28041,10,11,2026-04-26 01:50:28+03,2026-04-26 01:50:29+03,1.000000,pgbench_tellers,public,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1,26479,27063,10,11,2026-04-26 01:50:28+03,2026-04-26 01:50:29+03,1.000000,sample_stat_tables,public,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1,26479,27046,10,11,2026-04-26 01:50:28+03,2026-04-26 01:50:29+03,1.000000,tables_list,public,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1,26479,27126,11,12,2026-04-26 01:50:29+03,2026-04-26 01:50:45+03,16.000000,indexes_list,public,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,middle
1,26479,27779,11,12,2026-04-26 01:50:29+03,2026-04-26 01:50:45+03,16.000000,last_stat_indexes_srv1,public,6.655000000000001,4,0,0,0,512,0,0,201,0,20741,1083,152,0,0,0,152,0,127,1,0,0,0,middle
1,26479,26914,11,12,2026-04-26 01:50:29+03,2026-04-26 01:50:45+03,16.000000,last_stat_io,public,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,middle
1,26479,27701,11,12,2026-04-26 01:50:29+03,2026-04-26 01:50:45+03,16.000000,last_stat_statements_srv1,public,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,middle
1,26479,27761,11,12,2026-04-26 01:50:29+03,2026-04-26 01:50:45+03,16.000000,last_stat_tables_srv1,public,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,middle
1,26479,1249,11,12,2026-04-26 01:50:29+03,2026-04-26 01:50:45+03,16.000000,pg_attribute,pg_catalog,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,middle
1,26479,1259,11,12,2026-04-26 01:50:29+03,2026-04-26 01:50:45+03,16.000000,pg_class,pg_catalog,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,middle
1,26479,2608,11,12,2026-04-26 01:50:29+03,2026-04-26 01:50:45+03,16.000000,pg_depend,pg_catalog,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,middle
1,26479,2619,11,12,2026-04-26 01:50:29+03,2026-04-26 01:50:45+03,16.000000,pg_statistic,pg_catalog,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,middle
1,26479,28045,11,12,2026-04-26 01:50:29+03,2026-04-26 01:50:45+03,16.000000,pgbench_accounts,public,1300.5159999999996,851.1499999999996,7.0189689999999985,0.014624999999995225,1951,67197,710,1,23523,1,1425227,3817,24245,0,3262,0,18477,0,17001,2,0,0,0,middle
1,26479,28049,11,12,2026-04-26 01:50:29+03,2026-04-26 01:50:45+03,16.000000,pgbench_branches,public,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,middle
1,26479,28038,11,12,2026-04-26 01:50:29+03,2026-04-26 01:50:45+03,16.000000,pgbench_history,public,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,middle
1,26479,28041,11,12,2026-04-26 01:50:29+03,2026-04-26 01:50:45+03,16.000000,pgbench_tellers,public,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,middle
1,26479,27063,11,12,2026-04-26 01:50:29+03,2026-04-26 01:50:45+03,16.000000,sample_stat_tables,public,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,middle
1,26479,27046,11,12,2026-04-26 01:50:29+03,2026-04-26 01:50:45+03,16.000000,tables_list,public,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,middle
1,26479,27126,12,13,2026-04-26 01:50:45+03,2026-04-26 01:51:00+03,15.000000,indexes_list,public,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,middle
1,26479,27779,12,13,2026-04-26 01:50:45+03,2026-04-26 01:51:00+03,15.000000,last_stat_indexes_srv1,public,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,middle
1,26479,26914,12,13,2026-04-26 01:50:45+03,2026-04-26 01:51:00+03,15.000000,last_stat_io,public,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,middle
1,26479,27701,12,13,2026-04-26 01:50:45+03,2026-04-26 01:51:00+03,15.000000,last_stat_statements_srv1,public,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,middle
1,26479,27761,12,13,2026-04-26 01:50:45+03,2026-04-26 01:51:00+03,15.000000,last_stat_tables_srv1,public,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,middle
1,26479,1249,12,13,2026-04-26 01:50:45+03,2026-04-26 01:51:00+03,15.000000,pg_attribute,pg_catalog,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,middle
1,26479,1259,12,13,2026-04-26 01:50:45+03,2026-04-26 01:51:00+03,15.000000,pg_class,pg_catalog,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,middle
1,26479,2608,12,13,2026-04-26 01:50:45+03,2026-04-26 01:51:00+03,15.000000,pg_depend,pg_catalog,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,middle
